visual_source,spectrum_scheme,packet_loss,clean_rate,policy,frames,mean_bits_per_frame,mean_utility,semantic_score,priority_detail_score,mean_visual_semantic_quality,mean_pred_boxes,action_summary_only_ratio,action_semantic_only_ratio,action_semantic_plus_roi_ratio,action_lowres_plus_semantic_ratio,action_jpeg_full_ratio
yolo_predictions,semantic_hard_rep3,0.0,0.923,semantic_only,548,5215.1021897810215,1.2907772866837044,0.7395732549772044,0.0,0.7471359487078645,69.52919708029196,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.0,0.923,spectrum_rule,548,50580.22715866561,2.7856956072661903,0.6778257842676889,0.6293843478732334,0.7471359487078645,69.52919708029196,0.0,0.025547445255474453,0.03102189781021898,0.9434306569343066,0.0
yolo_predictions,semantic_hard_rep3,0.0,0.923,dqn,548,51354.52508662305,2.801559058326831,0.6765296182078091,0.63004250920871,0.7471359487078645,69.52919708029196,0.0,0.0,0.05291970802919708,0.9470802919708029,0.0
yolo_predictions,semantic_hard_rep3,0.0,0.923,oracle_policy,548,50341.60389833398,3.7887260839230463,0.9049672496351531,0.8533522199877848,0.7471359487078645,69.52919708029196,0.0,0.0,0.10218978102189781,0.8978102189781022,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,semantic_only,548,5215.1021897810215,1.220415263627291,0.7001147638335637,0.0,0.7471359487078645,69.52919708029196,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,spectrum_rule,548,45993.74813006837,1.698968183436635,0.4374767932924338,0.3725159184971692,0.7471359487078645,69.52919708029196,0.0,0.06934306569343066,0.029197080291970802,0.9014598540145985,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,dqn,548,46638.28390359885,1.705703601126777,0.4318114226466223,0.37372363414594445,0.7471359487078645,69.52919708029196,0.0,0.04562043795620438,0.03832116788321168,0.916058394160584,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,oracle_policy,548,45888.94862861008,2.307716157727227,0.5806835505509126,0.5046620157703515,0.7471359487078645,69.52919708029196,0.0,0.043795620437956206,0.09671532846715329,0.8594890510948905,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,semantic_only,548,5215.1021897810215,1.1533260318048084,0.6624772971340737,0.0,0.7471359487078645,69.52919708029196,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,spectrum_rule,548,16400.273715842854,1.2334517289917766,0.5358795232964231,0.12197102054153648,0.7471359487078645,69.52919708029196,0.0,0.635036496350365,0.023722627737226276,0.34124087591240876,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,dqn,548,16756.061900584442,1.2347279717456483,0.5302726312061409,0.12141197268075515,0.7471359487078645,69.52919708029196,0.0,0.6186131386861314,0.032846715328467155,0.34854014598540145,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,oracle_policy,548,16487.772052829994,1.678627705405511,0.7170939716751942,0.1645562607889959,0.7471359487078645,69.52919708029196,0.0,0.6113138686131386,0.07664233576642336,0.31204379562043794,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,semantic_only,548,5215.1021897810215,1.0288766321246094,0.5926181474984021,0.0,0.7471359487078645,69.52919708029196,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,spectrum_rule,548,5330.228375825147,1.0305906958667697,0.5899383890645314,0.002622797389148566,0.7471359487078645,69.52919708029196,0.0,0.9908759124087592,0.005474452554744526,0.0036496350364963502,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,dqn,548,5474.929708505157,1.0304502163530715,0.5869635589629947,0.0024720703440604262,0.7471359487078645,69.52919708029196,0.0,0.9817518248175182,0.014598540145985401,0.0036496350364963502,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,oracle_policy,548,5511.692847067728,1.3796184338864699,0.7773738751066854,0.0069871292956083485,0.7471359487078645,69.52919708029196,0.0,0.9781021897810219,0.020072992700729927,0.0018248175182481751,0.0
