source,application_bits,ebn0_db,repeat,seed,delivered_application_bits,transmitted_bits,packet_count,delivered_packets,attempts,retransmissions,crc_failures,duration_s,latency_budget_exhausted,payload_delivery_ratio,packet_delivery_ratio,frame_success,goodput_bps,gross_bitrate_bps
hard_semantic,262,3.0,9,20270720,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,10,20270721,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,11,20270722,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,12,20270723,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,13,20270724,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,3.0,14,20270725,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,3.0,15,20270726,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,3.0,16,20270727,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,17,20270728,262,1316,1,1,2,1,1,0.0027579999999999996,False,1.0,1.0,True,94996.37418419146,477157.36040609144
hard_semantic,262,3.0,18,20270729,262,1316,1,1,2,1,1,0.0027579999999999996,False,1.0,1.0,True,94996.37418419146,477157.36040609144
hard_semantic,262,3.0,19,20270730,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,3.0,20,20270731,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,3.0,21,20270732,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,22,20270733,262,1316,1,1,2,1,1,0.0027579999999999996,False,1.0,1.0,True,94996.37418419146,477157.36040609144
hard_semantic,262,3.0,23,20270734,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,3.0,24,20270735,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,25,20270736,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,26,20270737,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,3.0,27,20270738,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,3.0,28,20270739,262,1316,1,1,2,1,1,0.0027579999999999996,False,1.0,1.0,True,94996.37418419146,477157.36040609144
hard_semantic,262,3.0,29,20270740,0,1316,1,0,2,1,2,0.0027579999999999996,False,0.0,0.0,False,0.0,477157.36040609144
hard_semantic,262,6.0,0,20280711,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,1,20280712,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,2,20280713,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,3,20280714,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,4,20280715,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,5,20280716,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,6,20280717,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,7,20280718,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,8,20280719,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,9,20280720,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,10,20280721,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,11,20280722,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,12,20280723,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,13,20280724,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,14,20280725,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,15,20280726,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,16,20280727,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,17,20280728,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,18,20280729,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,19,20280730,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,20,20280731,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,21,20280732,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,22,20280733,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,23,20280734,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,24,20280735,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,25,20280736,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,26,20280737,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,27,20280738,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,28,20280739,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,6.0,29,20280740,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,0,20290711,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,1,20290712,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,2,20290713,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,3,20290714,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,4,20290715,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,5,20290716,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,6,20290717,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,7,20290718,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,8,20290719,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,9,20290720,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,10,20290721,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,11,20290722,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,12,20290723,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,13,20290724,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,14,20290725,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,15,20290726,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,16,20290727,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,17,20290728,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,18,20290729,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,19,20290730,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,20,20290731,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,21,20290732,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,22,20290733,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,23,20290734,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,24,20290735,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,25,20290736,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,26,20290737,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,27,20290738,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,28,20290739,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,9.0,29,20290740,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,0,20300711,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,1,20300712,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,2,20300713,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,3,20300714,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,4,20300715,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,5,20300716,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,6,20300717,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,7,20300718,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,8,20300719,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,9,20300720,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,10,20300721,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,11,20300722,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,12,20300723,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,13,20300724,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,14,20300725,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,15,20300726,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,16,20300727,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,17,20300728,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,18,20300729,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,19,20300730,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,20,20300731,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,21,20300732,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,22,20300733,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,23,20300734,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,24,20300735,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,25,20300736,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,26,20300737,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,27,20300738,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,28,20300739,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
hard_semantic,262,12.0,29,20300740,262,658,1,1,1,0,0,0.0013789999999999998,False,1.0,1.0,True,189992.74836838292,477157.36040609144
quantized_soft_semantic,327,0.0,0,21260711,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,1,21260712,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,2,21260713,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,3,21260714,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,4,21260715,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,5,21260716,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,6,21260717,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,7,21260718,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,8,21260719,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,9,21260720,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,10,21260721,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,11,21260722,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,12,21260723,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,13,21260724,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,14,21260725,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,15,21260726,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,16,21260727,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,17,21260728,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,18,21260729,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,19,21260730,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,20,21260731,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,21,21260732,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,22,21260733,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,23,21260734,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,24,21260735,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,25,21260736,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,26,21260737,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,27,21260738,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,28,21260739,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,0.0,29,21260740,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,3.0,0,21270711,327,770,1,1,1,0,0,0.0014349999999999999,False,1.0,1.0,True,227874.56445993035,536585.3658536586
quantized_soft_semantic,327,3.0,1,21270712,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,3.0,2,21270713,327,770,1,1,1,0,0,0.0014349999999999999,False,1.0,1.0,True,227874.56445993035,536585.3658536586
quantized_soft_semantic,327,3.0,3,21270714,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,3.0,4,21270715,327,770,1,1,1,0,0,0.0014349999999999999,False,1.0,1.0,True,227874.56445993035,536585.3658536586
quantized_soft_semantic,327,3.0,5,21270716,327,770,1,1,1,0,0,0.0014349999999999999,False,1.0,1.0,True,227874.56445993035,536585.3658536586
quantized_soft_semantic,327,3.0,6,21270717,327,770,1,1,1,0,0,0.0014349999999999999,False,1.0,1.0,True,227874.56445993035,536585.3658536586
quantized_soft_semantic,327,3.0,7,21270718,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,3.0,8,21270719,327,770,1,1,1,0,0,0.0014349999999999999,False,1.0,1.0,True,227874.56445993035,536585.3658536586
quantized_soft_semantic,327,3.0,9,21270720,0,1540,1,0,2,1,2,0.0028699999999999997,False,0.0,0.0,False,0.0,536585.3658536586
quantized_soft_semantic,327,3.0,10,21270721,327,1540,1,1,2,1,1,0.0028699999999999997,False,1.0,1.0,True,113937.28222996517,536585.3658536586
quantized_soft_semantic,327,3.0,11,21270722,327,1540,1,1,2,1,1,0.0028699999999999997,False,1.0,1.0,True,113937.28222996517,536585.3658536586
