policy,repeat_count,clean_resource_rate_mean,clean_resource_rate_std,clean_resource_rate_ci95_low,clean_resource_rate_ci95_high,mean_occupancy_regret_mean,mean_occupancy_regret_std,mean_occupancy_regret_ci95_low,mean_occupancy_regret_ci95_high,oracle_equivalent_rate_mean,oracle_equivalent_rate_std,oracle_equivalent_rate_ci95_low,oracle_equivalent_rate_ci95_high,mean_transmitted_bits_mean,mean_transmitted_bits_std,mean_transmitted_bits_ci95_low,mean_transmitted_bits_ci95_high,mean_scheduler_feedback_bits_mean,mean_scheduler_feedback_bits_std,mean_scheduler_feedback_bits_ci95_low,mean_scheduler_feedback_bits_ci95_high,mean_decision_link_latency_s_mean,mean_decision_link_latency_s_std,mean_decision_link_latency_s_ci95_low,mean_decision_link_latency_s_ci95_high,mean_reference_rf_energy_j_mean,mean_reference_rf_energy_j_std,mean_reference_rf_energy_j_ci95_low,mean_reference_rf_energy_j_ci95_high,mean_attempted_nodes_mean,mean_attempted_nodes_std,mean_attempted_nodes_ci95_low,mean_attempted_nodes_ci95_high,mean_delivered_reports_mean,mean_delivered_reports_std,mean_delivered_reports_ci95_low,mean_delivered_reports_ci95_high,mean_fallback_rounds_mean,mean_fallback_rounds_std,mean_fallback_rounds_ci95_low,mean_fallback_rounds_ci95_high
adaptive_ack_robust,5,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.002458790969103575,6.272909774190866e-05,0.0024038064906300653,0.0025137754475770845,0.2571428571428571,0.063887656499994,0.20114285714285712,0.3131428571428571,2744.0,63.92182725798755,2687.970048010015,2800.029951989985,97.37142857142857,1.2519372742975259,96.2740571666617,98.46879997619543,0.005041571428571428,0.00014736631783638003,0.004912399155695242,0.005170743701447615,0.001372,3.196091362899376e-05,0.0013439850240050076,0.0014000149759949923,3.0428571428571427,0.039123039821797684,3.0085642864581783,3.077149999256107,2.9714285714285715,0.039123039821797684,2.937135715029607,3.005721427827536,1.0428571428571427,0.03912303982179756,1.0085642864581783,1.077149999256107
fixed_two_mean,5,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.002458790969103575,6.272909774190866e-05,0.0024038064906300653,0.0025137754475770845,0.2571428571428571,0.063887656499994,0.20114285714285712,0.3131428571428571,1973.2,49.124332056527756,1930.1406244355542,2016.259375564446,0.0,0.0,0.0,0.0,0.0018695999999999997,5.487075723917067e-05,0.0018215036606798393,0.00191769633932016,0.0009866,2.4562166028263752e-05,0.0009650703122177772,0.0010081296877822229,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
full_mean,5,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.002458790969103575,6.272909774190866e-05,0.0024038064906300653,0.0025137754475770845,0.2571428571428571,0.063887656499994,0.20114285714285712,0.3131428571428571,3769.0,133.57207792049954,3651.918911518555,3886.081088481445,0.0,0.0,0.0,0.0,0.0026585999999999997,7.445082269525316e-05,0.0025933409765932706,0.0027238590234067287,0.0018844999999999995,6.678603896024973e-05,0.001825959455759277,0.001943040544240722,4.0,0.0,4.0,4.0,3.2285714285714286,0.19820624179302304,3.0548359975275567,3.4023068596153005,0.0,0.0,0.0,0.0
full_robust,5,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.002458790969103575,6.272909774190866e-05,0.0024038064906300653,0.0025137754475770845,0.2571428571428571,0.063887656499994,0.20114285714285712,0.3131428571428571,3769.0,133.57207792049954,3651.918911518555,3886.081088481445,0.0,0.0,0.0,0.0,0.0026585999999999997,7.445082269525316e-05,0.0025933409765932706,0.0027238590234067287,0.0018844999999999995,6.678603896024973e-05,0.001825959455759277,0.001943040544240722,4.0,0.0,4.0,4.0,3.2285714285714286,0.19820624179302304,3.0548359975275567,3.4023068596153005,0.0,0.0,0.0,0.0
