method,mean_regret_db,cvar_0_9_regret_db,mean_actual_bits,frame_success_rate,mean_link_latency_ms
no_arq_stateless,0.23953074384618686,0.9068237905149107,476.0,0.5492129629629628,1.288
standard_arq_stateless,0.17123670613324202,0.662147514908402,690.5746296296295,0.6816203703703704,1.8686137037037038
extra_arq_stateless,0.13602618040861908,0.5198909335666233,842.1233333333334,0.7443055555555557,2.2786866666666663
standard_arq_unlimited_hold,0.12270907649287471,0.41716151060881435,690.5746296296295,0.6816203703703704,1.8686137037037038
standard_arq_age60_hold,0.13795989601700395,0.47256068123711475,690.5746296296295,0.6816203703703704,1.8686137037037038
