ebn0_db,repeat_count,clean_resource_rate_mean,clean_resource_rate_std,clean_resource_rate_ci95_low,clean_resource_rate_ci95_high,mean_occupancy_regret_mean,mean_occupancy_regret_std,mean_occupancy_regret_ci95_low,mean_occupancy_regret_ci95_high,mean_transmitted_bits_mean,mean_transmitted_bits_std,mean_transmitted_bits_ci95_low,mean_transmitted_bits_ci95_high,mean_link_latency_s_mean,mean_link_latency_s_std,mean_link_latency_s_ci95_low,mean_link_latency_s_ci95_high,mean_payload_delivery_ratio_mean,mean_payload_delivery_ratio_std,mean_payload_delivery_ratio_ci95_low,mean_payload_delivery_ratio_ci95_high
3.0,5,0.64,0.0,0.64,0.64,0.013572677038609982,0.0,0.013572677038609982,0.013572677038609982,3577.168,95.22173869448082,3493.70246598262,3660.63353401738,0.0026312159999999996,4.474457821904208e-05,0.0025919956479392445,0.0026704363520607547,0.68,0.014142135623730925,0.6676038715721401,0.69239612842786
6.0,5,0.64,0.0,0.64,0.64,0.013572677038609982,0.0,0.013572677038609982,0.013572677038609982,2318.96,22.960000000000036,2298.834672660749,2339.085327339251,0.00139048,5.3480000000000064e-05,0.001343602713148818,0.001437357286851182,1.0,0.0,1.0,1.0
9.0,5,0.64,0.0,0.64,0.64,0.013572677038609982,0.0,0.013572677038609982,0.013572677038609982,2296.0,0.0,2296.0,2296.0,0.0013369999999999999,0.0,0.0013369999999999999,0.0013369999999999999,1.0,0.0,1.0,1.0
