scheme,seed,frames,precision,recall,f1,mean_iou,tp,fp,fn,clean_resource_rate,mean_occupancy_regret,mean_selected_occupancy,oracle_equivalent_rate,mean_transmitted_bits,mean_link_latency_s,mean_payload_delivery_ratio,latency_budget_exhaustion_rate,channel,ebn0_db
compressed_spectrogram_png,21372711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.5403992786044371,1.0,rayleigh,6.0
compressed_spectrogram_png,21373711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.5482126330237719,1.0,rayleigh,6.0
compressed_spectrogram_png,21374711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.5525183604180693,1.0,rayleigh,6.0
compressed_spectrogram_png,21375711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.5460898773532116,1.0,rayleigh,6.0
compressed_spectrogram_png,21376711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.5452916014387685,1.0,rayleigh,6.0
compressed_spectrogram_png,21377711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.5477959939313328,1.0,rayleigh,6.0
compressed_spectrogram_png,21378711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.5558242919435361,1.0,rayleigh,6.0
compressed_spectrogram_png,21379711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.551482453933767,1.0,rayleigh,6.0
hard_semantic,21460711,100,0.46835443037974683,0.6851851851851852,0.5563909774436091,0.4674605549992742,37,42,17,0.96,9.917056013364345e-05,0.002737447852268815,0.92,3277.12,0.0023111200000000003,0.96,0.0,rayleigh,9.0
hard_semantic,21461711,100,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.4712938807076878,36,45,18,0.96,5.1495804655132815e-05,0.002689773216843605,0.96,3346.0,0.0022425199999999996,0.96,0.0,rayleigh,9.0
hard_semantic,21462711,100,0.47368421052631576,0.6666666666666666,0.5538461538461538,0.4627312223116557,36,40,18,0.96,5.1495804655132815e-05,0.002689773216843605,0.96,3251.36,0.0022344,0.99,0.0,rayleigh,9.0
hard_semantic,21463711,100,0.4675324675324675,0.6666666666666666,0.549618320610687,0.46321655478742385,36,41,18,0.96,5.1495804655132815e-05,0.002689773216843605,0.96,3271.52,0.0024049199999999996,0.98,0.0,rayleigh,9.0
hard_semantic,21464711,100,0.44871794871794873,0.6481481481481481,0.5303030303030304,0.47529098987579343,35,43,19,0.96,5.1495804655132815e-05,0.002689773216843605,0.96,3292.24,0.0022218,0.95,0.0,rayleigh,9.0
hard_semantic,21465711,100,0.4605263157894737,0.6481481481481481,0.5384615384615384,0.47429104021617347,35,41,19,0.96,0.0002889134339056909,0.002927190624177456,0.92,3492.72,0.00254212,0.95,0.0,rayleigh,9.0
hard_semantic,21466711,100,0.4861111111111111,0.6481481481481481,0.5555555555555555,0.4616220048495701,35,37,19,0.92,0.0006719572702422738,0.0033102345187216997,0.88,3449.6,0.0024785599999999994,0.93,0.0,rayleigh,9.0
hard_semantic,21467711,100,0.44594594594594594,0.6111111111111112,0.515625,0.48249692898808105,33,41,21,0.96,9.917056013364345e-05,0.002737447852268815,0.92,3389.12,0.00232372,0.92,0.0,rayleigh,9.0
hard_semantic,21468711,100,0.45569620253164556,0.6666666666666666,0.5413533834586465,0.46328291296958923,36,43,18,0.92,0.000624282518401742,0.0032625598832964897,0.92,3463.04,0.0022903999999999997,0.94,0.0,rayleigh,9.0
hard_semantic,21469711,100,0.45454545454545453,0.6481481481481481,0.5343511450381679,0.46632757442338124,35,42,19,0.92,0.0009757887455634773,0.003614066168665886,0.92,3455.2,0.00232624,0.97,0.0,rayleigh,9.0
compressed_spectrogram_png,21470711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7633865775184548,1.0,rayleigh,9.0
