visual_source,spectrum_scheme,packet_loss,clean_rate,policy,frames,mean_bits_per_frame,mean_utility,semantic_score,priority_detail_score,mean_visual_semantic_quality,mean_pred_boxes,action_summary_only_ratio,action_semantic_only_ratio,action_semantic_plus_roi_ratio,action_lowres_plus_semantic_ratio,action_jpeg_full_ratio
yolo_predictions,semantic_hard_rep3,0.0,0.923,semantic_only,548,3953.788321167883,1.097291642638221,0.6300735976160398,0.0,0.6349152376632028,52.01094890510949,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.0,0.923,spectrum_rule,548,49185.83988459083,2.357191662754689,0.5780131823377137,0.5332669852424604,0.6349152376632028,52.01094890510949,0.0,0.029197080291970802,0.0364963503649635,0.9343065693430657,0.0
yolo_predictions,semantic_hard_rep3,0.0,0.923,dqn,548,50020.16955865709,2.3743180651311686,0.576605115058479,0.5343276823488873,0.6349152376632028,52.01094890510949,0.0,0.0,0.06204379562043796,0.9379562043795621,0.0
yolo_predictions,semantic_hard_rep3,0.0,0.923,oracle_policy,548,50341.60389833398,3.7887260839230463,0.9049672496351531,0.8533522199877848,0.6349152376632028,52.01094890510949,0.0,0.0,0.10218978102189781,0.8978102189781022,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,semantic_only,548,3953.788321167883,1.0479741708141386,0.6023528480991784,0.0,0.6349152376632028,52.01094890510949,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,spectrum_rule,548,44693.368643714915,1.4616939513992688,0.3791753844522172,0.3212921353638166,0.6349152376632028,52.01094890510949,0.0,0.07116788321167883,0.0364963503649635,0.8923357664233577,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,dqn,548,45015.77300119137,1.4693449295243002,0.3751134433336391,0.3215776008965942,0.6349152376632028,52.01094890510949,0.0,0.04927007299270073,0.04744525547445255,0.9032846715328468,0.0
yolo_predictions,semantic_hard_rep3,0.05,0.931,oracle_policy,548,45888.94862861008,2.307716157727227,0.5806835505509126,0.5046620157703515,0.6349152376632028,52.01094890510949,0.0,0.043795620437956206,0.09671532846715329,0.8594890510948905,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,semantic_only,548,3953.788321167883,1.0004356668593548,0.5756224156407662,0.0,0.6349152376632028,52.01094890510949,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,spectrum_rule,548,15230.578365431978,1.0727258448735597,0.46527126720359957,0.10834220814405672,0.6349152376632028,52.01094890510949,0.0,0.6332116788321168,0.02737226277372263,0.33941605839416056,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,dqn,548,15576.008114998378,1.0734868681883476,0.4587806394761574,0.10838635762412958,0.6349152376632028,52.01094890510949,0.0,0.6131386861313869,0.04927007299270073,0.3375912408759124,0.0
yolo_predictions,semantic_hard_rep3,0.1,0.9308,oracle_policy,548,16487.772052829994,1.678627705405511,0.7170939716751942,0.1645562607889959,0.6349152376632028,52.01094890510949,0.0,0.6113138686131386,0.07664233576642336,0.31204379562043794,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,semantic_only,548,3953.788321167883,0.910794201374527,0.5251893708107181,0.0,0.6349152376632028,52.01094890510949,0.0,1.0,0.0,0.0,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,spectrum_rule,548,4113.57467791213,0.9120697570161577,0.5226229297445094,0.0028129579326675006,0.6349152376632028,52.01094890510949,0.0,0.9890510948905109,0.0072992700729927005,0.0036496350364963502,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,dqn,548,4253.499960822924,0.9126427716735793,0.5205565247176468,0.0029322802416564637,0.6349152376632028,52.01094890510949,0.0,0.9781021897810219,0.01824817518248175,0.0036496350364963502,0.0
yolo_predictions,semantic_hard_rep3,0.2,0.9308,oracle_policy,548,5511.692847067728,1.3796184338864699,0.7773738751066854,0.0069871292956083485,0.6349152376632028,52.01094890510949,0.0,0.9781021897810219,0.020072992700729927,0.0018248175182481751,0.0
