spectrum_scheme,packet_loss,ber,clean_rate,policy,mean_bits_per_frame,mean_expected_task,mean_utility,semantic_delivery_score,detail_delivery_score,priority_detail_score,failed_transmission_rate,detail_per_mbit,priority_detail_per_mbit,action_summary_only_ratio,action_semantic_only_ratio,action_semantic_plus_roi_ratio,action_lowres_plus_semantic_ratio,action_jpeg_full_ratio
spectrogram8_partial,0.1,0.0001,0.8960000000000001,oracle_policy,12997.267782910063,1.6529826250173483,1.651422952883399,0.7407348314880999,0.13724934930193905,0.12551972024332633,0.2664233576642336,10.559861625872356,9.65739279515119,0.0,0.7062043795620438,0.06934306569343066,0.22445255474452555,0.0
oracle,0.2,0.0001,0.944,summary_only,177.0,0.25923781347698904,0.25921657347698907,0.14402100748721613,0.0,0.0,0.020072992700729927,0.0,0.0,1.0,0.0,0.0,0.0,0.0
oracle,0.2,0.0001,0.944,semantic_only,5305.6277372262775,1.4283194505516237,1.4276827752231565,0.7935108058620132,0.0,0.0,0.1989051094890511,0.0,0.0,0.0,1.0,0.0,0.0,0.0
oracle,0.2,0.0001,0.944,roi_always,161836.55341163708,0.21754677258109503,0.1981263861716986,0.05530071203651379,0.05530071203651379,0.042208226570138806,0.9324817518248175,0.3417071784509303,0.260807745100581,0.0,0.0,1.0,0.0,0.0
oracle,0.2,0.0001,0.944,lowres_always,52727.91795620439,0.5989620575462838,0.5926347073915393,0.14139644892198544,0.14139644892198544,0.13967842939525676,0.8540145985401459,2.6816239745978367,2.6490412443607796,0.0,0.0,0.0,1.0,0.0
oracle,0.2,0.0001,0.944,jpeg_always,1185557.2554744526,1.0726743863733658e-07,-0.14226676338949568,2.4327084771674514e-08,2.4327084771674514e-08,2.5724996337037526e-08,1.0,2.0519535989798288e-08,2.1698653707570236e-08,0.0,0.0,0.0,0.0,1.0
oracle,0.2,0.0001,0.944,spectrum_rule,5676.225931691652,1.437625201791551,1.4369440546797478,0.784636097304963,0.010850455452772613,0.011478860208724692,0.20985401459854014,1.9115615874611454,2.0222697875071574,0.0,0.9762773722627737,0.012773722627737226,0.010948905109489052,0.0
oracle,0.2,0.0001,0.944,oracle_policy,5794.733907160655,1.444056128272475,1.4433607602036156,0.7807864320363848,0.01925347325015912,0.011478860208724692,0.19525547445255476,3.322581081137697,1.9809123926363665,0.0,0.9635036496350365,0.025547445255474453,0.010948905109489052,0.0
random,0.2,0.0001,0.6967999999999999,summary_only,177.0,0.24789534942406033,0.24787410942406024,0.1377196385689224,0.0,0.0,0.09124087591240876,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random,0.2,0.0001,0.6967999999999999,semantic_only,5305.6277372262775,1.1370773926896065,1.1364407173611395,0.631709662605337,0.0,0.0,0.3521897810218978,0.0,0.0,0.0,1.0,0.0,0.0,0.0
random,0.2,0.0001,0.6967999999999999,roi_always,161836.55341163708,0.06531867938821703,0.0458982929788206,0.017583102893937465,0.017583102893937465,0.010173801674805766,0.9781021897810219,0.10864728964669812,0.06286467093085168,0.0,0.0,1.0,0.0,0.0
random,0.2,0.0001,0.6967999999999999,lowres_always,52727.91795620439,0.10547556176411274,0.09914821160936822,0.025282499192345497,0.025282499192345497,0.02434337802128635,0.9744525547445255,0.47948980677266734,0.46167910596253525,0.0,0.0,0.0,1.0,0.0
random,0.2,0.0001,0.6967999999999999,jpeg_always,1185557.2554744526,7.607738927267347e-13,-0.14226687065617352,1.7251108954918948e-13,1.7251108954918948e-13,1.8250206894467238e-13,1.0,1.455105510531852e-13,1.5393779431735347e-13,0.0,0.0,0.0,0.0,1.0
random,0.2,0.0001,0.6967999999999999,spectrum_rule,5278.78102189781,1.0605096761424464,1.0598762224198186,0.5891720423013591,0.0,0.0,0.3813868613138686,0.0,0.0,0.05474452554744526,0.9452554744525548,0.0,0.0,0.0
random,0.2,0.0001,0.6967999999999999,oracle_policy,5295.392769911629,1.1395882452149904,1.1389527980826009,0.6278833378105747,0.005386966872477265,0.002548389696316871,0.39963503649635035,1.0172931653126769,0.4812465868059489,0.0036496350364963502,0.9854014598540146,0.009124087591240875,0.0018248175182481751,0.0
semantic_hard,0.2,0.0001,0.8858,summary_only,177.0,0.25656737897909077,0.2565461389790908,0.14253743276616151,0.0,0.0,0.043795620437956206,0.0,0.0,1.0,0.0,0.0,0.0,0.0
semantic_hard,0.2,0.0001,0.8858,semantic_only,5305.6277372262775,1.352887795387294,1.3522511200588267,0.7516043307707188,0.0,0.0,0.25364963503649635,0.0,0.0,0.0,1.0,0.0,0.0,0.0
semantic_hard,0.2,0.0001,0.8858,roi_always,161836.55341163708,0.15359680581554344,0.13417641940614697,0.03969235010514384,0.03969235010514384,0.02823640956815222,0.9635036496350365,0.2452619588615739,0.1744748573354247,0.0,0.0,1.0,0.0,0.0
semantic_hard,0.2,0.0001,0.8858,lowres_always,52727.91795620439,0.3907256101419622,0.3843982599872177,0.09254916099471246,0.09254916099471246,0.09094393306244286,0.9178832116788321,1.7552212297019474,1.7247776242176025,0.0,0.0,0.0,1.0,0.0
semantic_hard,0.2,0.0001,0.8858,jpeg_always,1185557.2554744526,6.895155051652882e-09,-0.14226686376177924,1.5635532895403688e-09,1.5635532895403688e-09,1.6540171698615526e-09,1.0,1.318834060793331e-09,1.395139005074559e-09,0.0,0.0,0.0,0.0,1.0
semantic_hard,0.2,0.0001,0.8858,spectrum_rule,5305.6277372262775,1.352887795387294,1.3522511200588267,0.7516043307707188,0.0,0.0,0.25547445255474455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
semantic_hard,0.2,0.0001,0.8858,oracle_policy,5480.604686956886,1.3633278645834581,1.3626701920210234,0.7453492245776391,0.01165006808371537,0.006032777931379185,0.24452554744525548,2.1256902749145525,1.1007504237144485,0.0,0.9799270072992701,0.01824817518248175,0.0018248175182481751,0.0
semantic_hard_rep3,0.2,0.0001,0.9308,summary_only,177.0,0.25863214792076467,0.25861090792076474,0.14368452662264697,0.0,0.0,0.02737226277372263,0.0,0.0,1.0,0.0,0.0,0.0,0.0
semantic_hard_rep3,0.2,0.0001,0.9308,semantic_only,5305.6277372262775,1.4108046623845598,1.4101679870560926,0.783780367991422,0.0,0.0,0.19343065693430658,0.0,0.0,0.0,1.0,0.0,0.0,0.0
semantic_hard_rep3,0.2,0.0001,0.9308,roi_always,161836.55341163708,0.19999113119210105,0.18057074478270463,0.051037263372768774,0.051037263372768774,0.03833064232048538,0.9507299270072993,0.3153630147013429,0.2368478660256068,0.0,0.0,1.0,0.0,0.0
semantic_hard_rep3,0.2,0.0001,0.9308,lowres_always,52727.91795620439,0.5430420775964296,0.5367147274416851,0.12829110102557606,0.12829110102557606,0.12658766237278754,0.8521897810218978,2.43307731460465,2.4007711147997686,0.0,0.0,0.0,1.0,0.0
semantic_hard_rep3,0.2,0.0001,0.9308,jpeg_always,1185557.2554744526,5.769790352228451e-08,-0.14226681295903076,1.3084553512986111e-08,1.3084553512986111e-08,1.3838640160751359e-08,1.0,1.103662725065923e-08,1.1672688178364882e-08,0.0,0.0,0.0,0.0,1.0
semantic_hard_rep3,0.2,0.0001,0.9308,spectrum_rule,5445.880445614334,1.4188201089440098,1.4181666032905362,0.779758745143903,0.0069871292956083485,0.0073917892934235035,0.2354014598540146,1.2830118775808252,1.357317584776626,0.0,0.9872262773722628,0.010948905109489052,0.0018248175182481751,0.0
semantic_hard_rep3,0.2,0.0001,0.9308,oracle_policy,5511.692847067728,1.424781714399383,1.4241203112577352,0.7773738751066854,0.013332578490783368,0.0073917892934235035,0.2116788321167883,2.4189625330585,1.3411105260257752,0.0,0.9781021897810219,0.020072992700729927,0.0018248175182481751,0.0
spectrogram8_partial,0.2,0.0001,0.8788,summary_only,177.0,0.25624619269927484,0.2562249526992748,0.14235899594404158,0.0,0.0,0.051094890510948905,0.0,0.0,1.0,0.0,0.0,0.0,0.0
spectrogram8_partial,0.2,0.0001,0.8788,semantic_only,5305.6277372262775,1.3441210886055872,1.34348441327712,0.7467339381142152,0.0,0.0,0.2591240875912409,0.0,0.0,0.0,1.0,0.0,0.0,0.0
spectrogram8_partial,0.2,0.0001,0.8788,roi_always,161836.55341163708,0.1478291475601378,0.12840876115074132,0.038272398142048004,0.038272398142048004,0.027001038037475274,0.948905109489051,0.2364879709511657,0.16684140553090726,0.0,0.0,1.0,0.0,0.0
spectrogram8_partial,0.2,0.0001,0.8788,lowres_always,52727.91795620439,0.37146775325963194,0.36514040310488743,0.08802436398403118,0.08802436398403118,0.08643946922776695,0.906934306569343,1.669407164097469,1.6393491830943003,0.0,0.0,0.0,1.0,0.0
spectrogram8_partial,0.2,0.0001,0.8788,jpeg_always,1185557.2554744526,4.947355625051357e-09,-0.14226686570957867,1.1218638345000807e-09,1.1218638345000807e-09,1.18678668732171e-09,1.0,9.462755420033406e-10,1.0010370075688713e-09,0.0,0.0,0.0,0.0,1.0
spectrogram8_partial,0.2,0.0001,0.8788,spectrum_rule,5305.6277372262775,1.3441210886055872,1.34348441327712,0.7467339381142152,0.0,0.0,0.2755474452554745,0.0,0.0,0.0,1.0,0.0,0.0,0.0
spectrogram8_partial,0.2,0.0001,0.8788,oracle_policy,5480.604686956886,1.3541014245944034,1.3534437520319684,0.7403826161748139,0.011506787218528911,0.005944468931784894,0.2664233576642336,2.0995470163928336,1.0846374207451859,0.0,0.9799270072992701,0.01824817518248175,0.0018248175182481751,0.0
