uavs_per_step,scheme,packet_loss,ber,trials,decision_steps,mean_bits_per_frame,compression_vs_spectrogram8,compression_vs_iq12,mean_true_occupancy,mean_throughput_score,mean_net_utility,oracle_gap,mean_regret_occupancy,clean_channel_rate,low_interference_rate,oracle_equivalent_rate,exact_oracle_channel_rate,switch_rate
4,semantic_soft_rep3,0.2,0.0001,5,1000,3907.2,33.54682518673938,6142.607150892222,0.005265314504504204,0.9947346925735474,0.9915116429328918,0.0013242581626400352,0.001324258022941649,0.9296000000000001,0.9952,0.9270000000000002,0.7978,0.6446000099182129
4,spectrogram8_gate,0.2,0.0001,5,1000,524288.0,0.25,45.7763671875,0.019561536982655524,0.980438482761383,0.9771074533462525,0.015620479919016361,0.015620479732751847,0.6782,0.9738,0.42379999999999995,0.31439999999999996,0.6662000060081482
8,fixed_ch0,0.2,0.0001,5,1000,0.0,0.0,0.0,0.040852374583482745,0.9591476202011109,0.9591476202011109,0.02766052298247814,0.027660522609949112,0.4314,0.9156000000000001,0.384,0.36319999999999997,0.0
8,iq12_gate,0.2,0.0001,5,1000,192000000.0,0.0006826666666666667,0.125,0.03846777006983757,0.961532199382782,0.9582102656364441,0.02527591697871685,0.02527591735124588,0.43739999999999996,0.9244,0.3628,0.34199999999999997,0.6644000053405762
8,oracle,0.2,0.0001,5,1000,0.0,0.0,0.0,0.013191851042211055,0.9868081569671631,0.9836101293563843,0.0,0.0,0.7554,0.9987999999999999,1.0,1.0,0.6396000027656555
8,random,0.2,0.0001,5,1000,0.0,0.0,0.0,0.03799584656953812,0.9620041489601135,0.9586721539497376,0.024803994596004485,0.024803995341062545,0.4306,0.9288000000000001,0.3536,0.33399999999999996,0.6664000034332276
8,semantic_hard,0.2,0.0001,5,1000,2095.3887999999997,62.55291025915917,11453.779954680022,0.01872517988085747,0.9812748312950135,0.9780438184738159,0.005533328279852867,0.005533328466117382,0.6893999999999999,0.9814,0.7752,0.7455999999999999,0.6462000012397766
8,semantic_hard_rep3,0.2,0.0001,5,1000,6286.1664,20.85097008638639,3817.9266515600075,0.015970501117408276,0.984029483795166,0.9808125019073486,0.0027786496561020614,0.0027786496561020614,0.7316,0.9892,0.8658000000000001,0.8347999999999999,0.6433999896049499
8,semantic_soft,0.2,0.0001,5,1000,2612.864,50.16492175100084,9185.471512024082,0.019016228243708612,0.9809838056564331,0.9777207851409913,0.005824376363307238,0.005824376363307238,0.6841999999999999,0.9806000000000001,0.7694000000000001,0.7394,0.6526000022888183
8,semantic_soft_rep3,0.2,0.0001,5,1000,7838.592,16.721640583666947,3061.8238373413596,0.016048921458423137,0.9839510798454285,0.9807390570640564,0.002857070742174983,0.0028570708818733692,0.73,0.9888,0.8649999999999999,0.8333999999999999,0.6423999905586243
8,spectrogram8_gate,0.2,0.0001,5,1000,1048576.0,0.125,22.88818359375,0.03792334049940109,0.9620766758918762,0.9587986588478088,0.02473148927092552,0.02473149001598358,0.4378,0.9252,0.3566,0.3318,0.6555999994277955
