threshold_sigma,min_cells,enhancement,n_fft,hop_length,n_pred,n_truth,true_positive,false_positive,false_negative,precision,recall,f1,mean_matched_iou,best_iou,raw_iq_32bit_iq_bps,raw_iq_12bit_iq_bps,stft_8bit_bps,semantic_packet_bps,semantic_packet_bits_per_frame,truth_label_counts,matched_truth_label_counts
4.0,8,time_median,1024,256,128,55,12,116,43,0.09375,0.21818181818181817,0.13114754098360656,0.1977784834876973,0.6766762649115506,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'PBCH': 10, 'PDCCH': 1, 'PDSCH': 1}"
4.0,16,time_median,1024,256,121,55,12,109,43,0.09917355371900827,0.21818181818181817,0.13636363636363638,0.1977784834876973,0.6766762649115506,491520000.0,184320000.0,245534850.14614567,69026.13172015647,9889,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'PBCH': 10, 'PDCCH': 1, 'PDSCH': 1}"
4.0,32,time_median,1024,256,84,55,12,72,43,0.14285714285714285,0.21818181818181817,0.1726618705035971,0.1977784834876973,0.6766762649115506,491520000.0,184320000.0,245534850.14614567,48365.0588218186,6929,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'PBCH': 10, 'PDCCH': 1, 'PDSCH': 1}"
5.0,4,time_median,1024,256,128,55,16,112,39,0.125,0.2909090909090909,0.17486338797814208,0.1385062761211511,0.7949420103092657,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'PBCH': 1, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 11, 'SSS': 1}"
5.0,8,time_median,1024,256,128,55,16,112,39,0.125,0.2909090909090909,0.17486338797814208,0.1385062761211511,0.7949420103092657,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'PBCH': 1, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 11, 'SSS': 1}"
5.0,16,time_median,1024,256,121,55,16,105,39,0.1322314049586777,0.2909090909090909,0.1818181818181818,0.1385062761211511,0.7949420103092657,491520000.0,184320000.0,245534850.14614567,69026.13172015647,9889,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'PBCH': 1, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 11, 'SSS': 1}"
5.0,32,time_median,1024,256,75,55,16,59,39,0.21333333333333335,0.2909090909090909,0.24615384615384614,0.1385062761211511,0.7949420103092657,491520000.0,184320000.0,245534850.14614567,43339.39244114183,6209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'PBCH': 1, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 11, 'SSS': 1}"
6.0,4,time_median,1024,256,98,55,1,97,54,0.01020408163265306,0.01818181818181818,0.0130718954248366,0.9458474767183166,0.9458474767183166,491520000.0,184320000.0,245534850.14614567,56182.76208064915,8049,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDSCH': 1}
6.0,8,time_median,1024,256,38,55,1,37,54,0.02631578947368421,0.01818181818181818,0.02150537634408602,0.9458474767183166,0.9458474767183166,491520000.0,184320000.0,245534850.14614567,22678.31954280396,3249,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDSCH': 1}
6.0,16,time_median,1024,256,22,55,1,21,54,0.045454545454545456,0.01818181818181818,0.025974025974025976,0.9458474767183166,0.9458474767183166,491520000.0,184320000.0,245534850.14614567,13743.801532711912,1969,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDSCH': 1}
6.0,32,time_median,1024,256,19,55,1,18,54,0.05263157894736842,0.01818181818181818,0.027027027027027025,0.9458474767183166,0.9458474767183166,491520000.0,184320000.0,245534850.14614567,12068.579405819652,1729,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDSCH': 1}
7.0,4,time_median,1024,256,43,55,0,43,55,0.0,0.0,0.0,0.0,0.009929078014184575,491520000.0,184320000.0,245534850.14614567,25470.356420957727,3649,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,8,time_median,1024,256,17,55,0,17,55,0.0,0.0,0.0,0.0,0.009929078014184575,491520000.0,184320000.0,245534850.14614567,10951.764654558145,1569,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,16,time_median,1024,256,1,55,0,1,55,0.0,0.0,0.0,0.0,0.00972644376899665,491520000.0,184320000.0,245534850.14614567,2017.2466444660956,289,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,32,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,4,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,8,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,16,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,32,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,4,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,8,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,16,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,32,time_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
3.0,4,local_median,1024,256,128,55,25,103,30,0.1953125,0.45454545454545453,0.27322404371584696,0.14999153066286394,0.5199579831933037,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS': 1, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2}"
3.0,8,local_median,1024,256,128,55,25,103,30,0.1953125,0.45454545454545453,0.27322404371584696,0.14999153066286394,0.5199579831933037,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS': 1, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2}"
3.0,16,local_median,1024,256,128,55,25,103,30,0.1953125,0.45454545454545453,0.27322404371584696,0.14999153066286394,0.5199579831933037,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS': 1, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2}"
3.0,32,local_median,1024,256,128,55,25,103,30,0.1953125,0.45454545454545453,0.27322404371584696,0.14999153066286394,0.5199579831933037,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS': 1, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2}"
4.0,4,local_median,1024,256,128,55,13,115,42,0.1015625,0.23636363636363636,0.14207650273224046,0.11091634208765741,0.5853831598865008,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS (TRS)': 8, 'PBCH': 4, 'PDCCH': 1}"
4.0,8,local_median,1024,256,128,55,13,115,42,0.1015625,0.23636363636363636,0.14207650273224046,0.11091634208765741,0.5853831598865008,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS (TRS)': 8, 'PBCH': 4, 'PDCCH': 1}"
4.0,16,local_median,1024,256,128,55,13,115,42,0.1015625,0.23636363636363636,0.14207650273224046,0.11091634208765741,0.5853831598865008,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS (TRS)': 8, 'PBCH': 4, 'PDCCH': 1}"
4.0,32,local_median,1024,256,128,55,13,115,42,0.1015625,0.23636363636363636,0.14207650273224046,0.11091634208765741,0.5853831598865008,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}","{'CSI-RS (TRS)': 8, 'PBCH': 4, 'PDCCH': 1}"
5.0,4,local_median,1024,256,128,55,1,127,54,0.0078125,0.01818181818181818,0.01092896174863388,0.6054305283757645,0.6054305283757645,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
5.0,8,local_median,1024,256,128,55,1,127,54,0.0078125,0.01818181818181818,0.01092896174863388,0.6054305283757645,0.6054305283757645,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
5.0,16,local_median,1024,256,128,55,1,127,54,0.0078125,0.01818181818181818,0.01092896174863388,0.6054305283757645,0.6054305283757645,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
5.0,32,local_median,1024,256,47,55,1,46,54,0.02127659574468085,0.01818181818181818,0.019607843137254905,0.6054305283757645,0.6054305283757645,491520000.0,184320000.0,245534850.14614567,27703.98592348074,3969,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
6.0,4,local_median,1024,256,128,55,1,127,54,0.0078125,0.01818181818181818,0.01092896174863388,0.34446232056018855,0.34446232056018855,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
6.0,8,local_median,1024,256,128,55,1,127,54,0.0078125,0.01818181818181818,0.01092896174863388,0.34446232056018855,0.34446232056018855,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
6.0,16,local_median,1024,256,25,55,1,24,54,0.04,0.01818181818181818,0.024999999999999998,0.34446232056018855,0.34446232056018855,491520000.0,184320000.0,245534850.14614567,15419.02365960417,2209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
6.0,32,local_median,1024,256,21,55,1,20,54,0.047619047619047616,0.01818181818181818,0.026315789473684206,0.34446232056018855,0.34446232056018855,491520000.0,184320000.0,245534850.14614567,13185.394157081158,1889,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
7.0,4,local_median,1024,256,128,55,0,128,55,0.0,0.0,0.0,0.0,0.02935249541461414,491520000.0,184320000.0,245534850.14614567,72934.98334957175,10449,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,8,local_median,1024,256,71,55,0,71,55,0.0,0.0,0.0,0.0,0.02935249541461414,491520000.0,184320000.0,245534850.14614567,41105.76293861881,5889,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,16,local_median,1024,256,40,55,0,40,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,23795.13429406547,3409,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,32,local_median,1024,256,8,55,0,8,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,5926.098273881367,849,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,4,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,8,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,16,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,32,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,4,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,8,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,16,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,32,local_median,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
3.0,4,local_zscore,1024,256,80,55,1,79,54,0.0125,0.01818181818181818,0.014814814814814815,0.2685546875000269,0.2685546875000269,491520000.0,184320000.0,245534850.14614567,46131.429319295596,6609,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
3.0,8,local_zscore,1024,256,70,55,1,69,54,0.014285714285714285,0.01818181818181818,0.016,0.2685546875000269,0.2685546875000269,491520000.0,184320000.0,245534850.14614567,40547.35556298806,5809,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
3.0,16,local_zscore,1024,256,54,55,1,53,54,0.018518518518518517,0.01818181818181818,0.018348623853211007,0.2685546875000269,0.2685546875000269,491520000.0,184320000.0,245534850.14614567,31612.83755289601,4529,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
3.0,32,local_zscore,1024,256,22,55,1,21,54,0.045454545454545456,0.01818181818181818,0.025974025974025976,0.2685546875000269,0.2685546875000269,491520000.0,184320000.0,245534850.14614567,13743.801532711912,1969,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{'PDCCH': 1}
4.0,4,local_zscore,1024,256,50,55,0,50,55,0.0,0.0,0.0,0.0,0.038787878787877594,491520000.0,184320000.0,245534850.14614567,29379.208050373,4209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
4.0,8,local_zscore,1024,256,38,55,0,38,55,0.0,0.0,0.0,0.0,0.038787878787877594,491520000.0,184320000.0,245534850.14614567,22678.31954280396,3249,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
4.0,16,local_zscore,1024,256,20,55,0,20,55,0.0,0.0,0.0,0.0,0.038787878787877594,491520000.0,184320000.0,245534850.14614567,12626.986781450405,1809,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
4.0,32,local_zscore,1024,256,18,55,0,18,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,11510.172030188898,1649,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
5.0,4,local_zscore,1024,256,44,55,0,44,55,0.0,0.0,0.0,0.0,0.004347442680775981,491520000.0,184320000.0,245534850.14614567,26028.76379658848,3729,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
5.0,8,local_zscore,1024,256,32,55,0,32,55,0.0,0.0,0.0,0.0,0.003567708333333359,491520000.0,184320000.0,245534850.14614567,19327.87528901944,2769,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
5.0,16,local_zscore,1024,256,29,55,0,29,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,17652.653162127182,2529,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
5.0,32,local_zscore,1024,256,27,55,0,27,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,16535.838410865676,2369,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
6.0,4,local_zscore,1024,256,81,55,0,81,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,46689.83669492634,6689,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
6.0,8,local_zscore,1024,256,62,55,0,62,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,36080.09655794204,5169,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
6.0,16,local_zscore,1024,256,32,55,0,32,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,19327.87528901944,2769,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
6.0,32,local_zscore,1024,256,6,55,0,6,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,4809.283522619861,689,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,4,local_zscore,1024,256,8,55,0,8,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,5926.098273881367,849,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,8,local_zscore,1024,256,6,55,0,6,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,4809.283522619861,689,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,16,local_zscore,1024,256,2,55,0,2,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,2575.654020096849,369,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
7.0,32,local_zscore,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,4,local_zscore,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,8,local_zscore,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,16,local_zscore,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
8.0,32,local_zscore,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
9.0,4,local_zscore,1024,256,0,55,0,0,55,0.0,0.0,0.0,0.0,0.0,491520000.0,184320000.0,245534850.14614567,1458.8392688353426,209,"{'CSI-RS': 2, 'CSI-RS (TRS)': 8, 'PBCH': 14, 'PDCCH': 2, 'PDSCH': 1, 'PSS': 14, 'SSS': 14}",{}
