scheme,packet_loss,ber,trials,mean_bits_per_frame,compression_vs_spectrogram8,compression_vs_iq12,mean_true_occupancy,mean_throughput_score,oracle_gap,mean_regret_occupancy,mean_net_utility,clean_channel_rate,low_interference_rate,oracle_equivalent_rate,exact_oracle_channel_rate,switch_rate
semantic_hard,0.03,1e-05,3,1043.6000000000001,125.60408859881643,22998.795519802818,0.0052519082091748714,0.9947480956713358,0.0014467408182099462,0.001446740934625268,0.9914174874623617,0.9305555555555557,0.9966666666666667,0.9066666666666667,0.7644444444444444,0.6661111116409302
semantic_hard_rep3,0.03,1e-05,3,3130.7999999999997,41.86802953293881,7666.265173267605,0.005255112579713265,0.9947448968887329,0.0014499449947228034,0.0014499449947228034,0.9914337595303854,0.9355555555555556,0.9955555555555554,0.92,0.7783333333333333,0.6622222264607748
semantic_soft,0.03,1e-05,3,1297.3333333333333,101.05255852099287,18503.276096373203,0.005509176446745793,0.9944908420244852,0.0017040094438319404,0.0017040094050268333,0.9911602934201559,0.93,0.9950000000000001,0.9094444444444445,0.7716666666666666,0.6661111116409302
semantic_soft_rep3,0.03,1e-05,3,3892.0,33.684186173664294,6167.758698791069,0.00542389585946997,0.994576116402944,0.0016187285461152594,0.0016187285849203665,0.9912816286087036,0.9338888888888889,0.995,0.918888888888889,0.7744444444444444,0.6588888963063558
spectrogram8_gate,0.03,1e-05,3,524288.0,0.25,45.7763671875,0.019083522881070774,0.9809165199597677,0.015278355528910955,0.015278355528910955,0.9775859316190084,0.6877777777777778,0.9744444444444444,0.44055555555555553,0.33111111111111113,0.6661111116409302
spectrogram8_partial,0.03,1e-05,3,655360.0,0.20000000000000004,36.62109375,0.0056934972914556665,0.9943064649899801,0.0018883297064652045,0.0018883299781009555,0.991003692150116,0.9272222222222223,0.995,0.9005555555555556,0.7605555555555554,0.6605555613835653
spectrogram8_rep3_partial,0.03,1e-05,3,1966080.0,0.06666666666666667,12.20703125,0.005118642468005419,0.9948813319206238,0.0013134748442098498,0.0013134748248072963,0.9916202425956726,0.9355555555555556,0.9961111111111111,0.9194444444444444,0.7833333333333332,0.652222216129303
fixed_ch0,0.03,0.0001,3,0.0,0.0,0.0,0.020421501869956653,0.9795784751574198,0.016618963330984116,0.016618963330984116,0.9795784751574198,0.6844444444444444,0.9711111111111111,0.44999999999999996,0.3655555555555556,0.0
iq12_gate,0.03,0.0001,3,96000000.0,0.0013653333333333336,0.25,0.017963978151480358,0.9820360143979391,0.01416143961250782,0.014161440854271254,0.9786970814069113,0.7027777777777778,0.976111111111111,0.4377777777777778,0.33944444444444444,0.6677777965863546
iq12_partial,0.03,0.0001,3,120000000.0,0.0010922666666666667,0.20000000000000004,0.006059913119922082,0.9939400553703308,0.002257375046610832,0.0022573748913904033,0.9906400044759115,0.9144444444444444,0.9944444444444445,0.8649999999999999,0.7433333333333333,0.6600000063578287
oracle,0.03,0.0001,3,0.0,0.0,0.0,0.003802538150921464,0.9961974819501241,0.0,0.0,0.9929390947024027,0.9405555555555555,1.0,1.0,1.0,0.6516666611035665
random,0.03,0.0001,3,0.0,0.0,0.0,0.018413931131362915,0.9815860986709595,0.014611391350626945,0.014611391350626945,0.9782054821650187,0.7094444444444444,0.971111111111111,0.4366666666666667,0.34055555555555556,0.676111121972402
semantic_hard,0.03,0.0001,3,1049.16,124.93550108596509,22876.373489861773,0.005479640016953151,0.994520366191864,0.0016771018660316865,0.0016771018660316865,0.9911508957544962,0.9283333333333332,0.995,0.8927777777777778,0.7638888888888888,0.6738888820012411
semantic_hard_rep3,0.03,0.0001,3,3147.48,41.64516702865503,7625.4578299539235,0.005059694095204274,0.9949403603871664,0.0012571557114521663,0.001257155672647059,0.9916041692097982,0.9338888888888889,0.9966666666666667,0.9111111111111111,0.7866666666666666,0.6672222216924032
semantic_soft,0.03,0.0001,3,1309.6888888888889,100.09164011453485,18327.32668112821,0.005808384157717228,0.994191586971283,0.0020058456575497985,0.0020058455411344767,0.9907832940419515,0.923888888888889,0.995,0.8916666666666666,0.7600000000000001,0.6816666722297668
