seed,method,split,best_epoch,mean_discrete_regret,cvar_0_9_regret,clean_resource_rate,brier,mean_application_bits,mean_nominal_transmitted_bits,budget_violation,precision_counts
20260718,detection_only,calibration,45,0.023341160267591476,0.11930203437805176,0.47999998927116394,0.010492193512618542,174.67999267578125,503.44000244140625,0.0,"{""1"": 36, ""2"": 0, ""4"": 0, ""8"": 14}"
20260718,detection_only,validation,45,0.02368486486375332,0.13144229352474213,0.5266666412353516,0.008603681810200214,177.2933349609375,508.0133361816406,0.0,"{""1"": 101, ""2"": 0, ""4"": 0, ""8"": 49}"
20260718,detection_plus_rate,train,144,0.022999709472060204,0.12125600129365921,0.4866666793823242,0.012715250253677368,161.8800048828125,481.0400085449219,0.0,"{""1"": 284, ""2"": 0, ""4"": 1, ""8"": 15}"
20260718,detection_plus_rate,calibration,144,0.029683426022529602,0.1688934862613678,0.46000000834465027,0.013822207227349281,160.1199951171875,477.9599914550781,0.0,"{""1"": 49, ""2"": 0, ""4"": 0, ""8"": 1}"
20260718,detection_plus_rate,validation,144,0.025386778637766838,0.13624855875968933,0.4933333396911621,0.010478713549673557,161.6133270263672,480.5733337402344,0.0,"{""1"": 143, ""2"": 0, ""4"": 0, ""8"": 7}"
20260718,detection_plus_resource,train,67,0.023963142186403275,0.13488003611564636,0.503333330154419,0.0116618312895298,179.72000122070312,512.260009765625,0.0005078315734863281,"{""1"": 189, ""2"": 0, ""4"": 0, ""8"": 111}"
20260718,detection_plus_resource,calibration,67,0.02305414527654648,0.11930203437805176,0.5,0.010620594024658203,174.67999267578125,503.44000244140625,0.0,"{""1"": 36, ""2"": 0, ""4"": 0, ""8"": 14}"
20260718,detection_plus_resource,validation,67,0.02177179977297783,0.12475310266017914,0.5533333420753479,0.009201204404234886,178.413330078125,509.97332763671875,0.0,"{""1"": 98, ""2"": 0, ""4"": 0, ""8"": 52}"
20260718,full_joint_loss,train,19,0.02602522261440754,0.13638709485530853,0.4633333384990692,0.013411334715783596,172.44000244140625,499.5199890136719,0.0,"{""1"": 228, ""2"": 0, ""4"": 0, ""8"": 72}"
20260718,full_joint_loss,calibration,19,0.025999220088124275,0.1455780267715454,0.47999998927116394,0.013189634308218956,167.9600067138672,491.67999267578125,0.0,"{""1"": 42, ""2"": 0, ""4"": 0, ""8"": 8}"
20260718,full_joint_loss,validation,19,0.024891849607229233,0.1327618509531021,0.5066666603088379,0.008974337950348854,172.06666564941406,498.8666687011719,0.0,"{""1"": 115, ""2"": 0, ""4"": 0, ""8"": 35}"
20260719,detection_only,train,62,0.02398991398513317,0.13425970077514648,0.503333330154419,0.012012980878353119,181.39999389648438,515.2000122070312,0.00625002384185791,"{""1"": 180, ""2"": 0, ""4"": 0, ""8"": 120}"
20260719,detection_only,calibration,62,0.021351389586925507,0.11138325929641724,0.5199999809265137,0.011683188378810883,178.0399932861328,509.32000732421875,0.0,"{""1"": 33, ""2"": 0, ""4"": 0, ""8"": 17}"
20260719,detection_only,validation,62,0.02283634804189205,0.12609489262104034,0.5400000214576721,0.00887096393853426,179.16000366210938,511.2799987792969,0.0,"{""1"": 96, ""2"": 0, ""4"": 0, ""8"": 54}"
20260719,detection_plus_rate,train,134,0.022919101640582085,0.11901523172855377,0.4833333194255829,0.012594913132488728,164.60000610351562,485.79998779296875,0.0,"{""1"": 270, ""2"": 0, ""4"": 0, ""8"": 30}"
20260719,detection_plus_rate,calibration,134,0.027397554367780685,0.15980380773544312,0.5,0.015537423081696033,167.9600067138672,491.67999267578125,0.0,"{""1"": 42, ""2"": 0, ""4"": 0, ""8"": 8}"
20260719,detection_plus_rate,validation,134,0.02427378110587597,0.13624855875968933,0.5199999809265137,0.010370144620537758,165.34666442871094,487.1066589355469,0.0,"{""1"": 133, ""2"": 0, ""4"": 0, ""8"": 17}"
20260719,detection_plus_resource,train,84,0.02318374253809452,0.1294979751110077,0.5099999904632568,0.011401535011827946,180.27999877929688,513.239990234375,0.002421855926513672,"{""1"": 186, ""2"": 0, ""4"": 0, ""8"": 114}"
20260719,detection_plus_resource,calibration,84,0.021289728581905365,0.11138325929641724,0.5,0.011234155856072903,175.8000030517578,505.3999938964844,0.0,"{""1"": 35, ""2"": 0, ""4"": 0, ""8"": 15}"
20260719,detection_plus_resource,validation,84,0.021129952743649483,0.12006118148565292,0.5400000214576721,0.008736472576856613,179.53334045410156,511.9333190917969,0.0,"{""1"": 95, ""2"": 0, ""4"": 0, ""8"": 55}"
20260719,full_joint_loss,train,160,0.024587763473391533,0.12994223833084106,0.476666659116745,0.01198380347341299,167.0,490.0,0.0,"{""1"": 256, ""2"": 0, ""4"": 2, ""8"": 42}"
20260719,full_joint_loss,calibration,160,0.022219574078917503,0.1171744242310524,0.5,0.01163615845143795,166.1999969482422,488.6000061035156,0.0,"{""1"": 43, ""2"": 0, ""4"": 1, ""8"": 6}"
20260719,full_joint_loss,validation,160,0.022309711202979088,0.12916971743106842,0.5400000214576721,0.014149758033454418,168.1199951171875,491.9599914550781,0.0,"{""1"": 125, ""2"": 0, ""4"": 1, ""8"": 24}"
20260720,detection_only,train,48,0.027432234957814217,0.14314867556095123,0.4633333384990692,0.01133791171014309,174.30667114257812,502.7866516113281,0.0,"{""1"": 218, ""2"": 0, ""4"": 0, ""8"": 82}"
20260720,detection_only,calibration,48,0.0207196194678545,0.10537759214639664,0.5,0.012066594325006008,171.32000732421875,497.55999755859375,0.0,"{""1"": 39, ""2"": 0, ""4"": 0, ""8"": 11}"
20260720,detection_only,validation,48,0.023987608030438423,0.1327618509531021,0.5266666412353516,0.009895252995193005,172.44000244140625,499.5199890136719,0.0,"{""1"": 114, ""2"": 0, ""4"": 0, ""8"": 36}"
20260720,detection_plus_rate,train,13,0.026073772460222244,0.1386103481054306,0.476666659116745,0.01130315475165844,173.93333435058594,502.1333312988281,0.0,"{""1"": 220, ""2"": 0, ""4"": 0, ""8"": 80}"
20260720,detection_plus_rate,calibration,13,0.022815730422735214,0.11719031631946564,0.47999998927116394,0.011119200848042965,172.44000244140625,499.5199890136719,0.0,"{""1"": 38, ""2"": 0, ""4"": 0, ""8"": 12}"
20260720,detection_plus_rate,validation,13,0.024160806089639664,0.13144229352474213,0.5066666603088379,0.00878402590751648,173.55999755859375,501.4800109863281,0.0,"{""1"": 111, ""2"": 0, ""4"": 0, ""8"": 39}"
20260720,detection_plus_resource,train,85,0.024393532425165176,0.13212798535823822,0.4833333194255829,0.01221782062202692,173.0,500.5,0.0,"{""1"": 225, ""2"": 0, ""4"": 0, ""8"": 75}"
20260720,detection_plus_resource,calibration,85,0.024242151528596878,0.11930203437805176,0.5,0.011815215460956097,170.1999969482422,495.6000061035156,0.0,"{""1"": 40, ""2"": 0, ""4"": 0, ""8"": 10}"
20260720,detection_plus_resource,validation,85,0.0223124660551548,0.12576085329055786,0.5400000214576721,0.00972838792949915,173.93333435058594,502.1333312988281,0.0,"{""1"": 110, ""2"": 0, ""4"": 0, ""8"": 40}"
20260720,full_joint_loss,train,123,0.024000000208616257,0.1265367567539215,0.4833333194255829,0.016657710075378418,165.63999938964844,487.6199951171875,0.0,"{""1"": 257, ""2"": 0, ""4"": 13, ""8"": 30}"
20260720,full_joint_loss,calibration,123,0.022219574078917503,0.1171744242310524,0.5,0.019366370514035225,162.67999267578125,482.44000244140625,0.0,"{""1"": 45, ""2"": 0, ""4"": 3, ""8"": 2}"
20260720,full_joint_loss,validation,123,0.02318367175757885,0.13431231677532196,0.5333333611488342,0.014282625168561935,165.77333068847656,487.85333251953125,0.0,"{""1"": 129, ""2"": 0, ""4"": 5, ""8"": 16}"
